location,date,new_cases,new_deaths,population,aged_65_older_percent,gdp_per_capita,hospital_beds_per_thousand
Cambodia,05/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,06/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,07/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,08/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,09/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,10/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,11/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,12/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,13/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,14/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,15/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,16/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,17/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,18/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,19/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,20/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,21/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,22/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,23/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,24/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,25/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,26/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,27/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,28/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,29/02/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,01/03/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,02/03/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,08/03/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,12/03/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,13/03/2020,2,0,16718971,4.412,3645.07,0.8
Cambodia,15/03/2020,2,0,16718971,4.412,3645.07,0.8
Cambodia,16/03/2020,5,0,16718971,4.412,3645.07,0.8
Cambodia,17/03/2020,12,0,16718971,4.412,3645.07,0.8
Cambodia,18/03/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,19/03/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,20/03/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,21/03/2020,23,0,16718971,4.412,3645.07,0.8
Cambodia,22/03/2020,4,0,16718971,4.412,3645.07,0.8
Cambodia,23/03/2020,35,0,16718971,4.412,3645.07,0.8
Cambodia,24/03/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,25/03/2020,4,0,16718971,4.412,3645.07,0.8
Cambodia,26/03/2020,5,0,16718971,4.412,3645.07,0.8
Cambodia,27/03/2020,2,0,16718971,4.412,3645.07,0.8
Cambodia,28/03/2020,4,0,16718971,4.412,3645.07,0.8
Cambodia,29/03/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,30/03/2020,4,0,16718971,4.412,3645.07,0.8
Cambodia,31/03/2020,2,0,16718971,4.412,3645.07,0.8
Cambodia,01/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,02/04/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,03/04/2020,4,0,16718971,4.412,3645.07,0.8
Cambodia,04/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,05/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,06/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,07/04/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,08/04/2020,2,0,16718971,4.412,3645.07,0.8
Cambodia,09/04/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,10/04/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,11/04/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,12/04/2020,2,0,16718971,4.412,3645.07,0.8
Cambodia,13/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,14/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,15/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,16/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,17/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,18/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,19/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,20/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,21/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,22/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,23/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,24/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,25/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,26/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,27/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,28/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,29/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,30/04/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,01/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,02/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,03/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,04/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,05/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,06/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,07/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,08/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,09/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,10/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,11/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,12/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,13/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,14/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,15/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,16/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,17/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,18/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,19/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,20/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,21/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,22/05/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,23/05/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,24/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,25/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,26/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,27/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,28/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,29/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,30/05/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,31/05/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,01/06/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,02/06/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,03/06/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,04/06/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,05/06/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,06/06/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,07/06/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,08/06/2020,1,0,16718971,4.412,3645.07,0.8
Cambodia,09/06/2020,0,0,16718971,4.412,3645.07,0.8
Cambodia,10/06/2020,0,0,16718971,4.412,3645.07,0.8
Cameroon,07/03/2020,1,0,26545864,3.165,3364.926,1.3
Cameroon,09/03/2020,1,0,26545864,3.165,3364.926,1.3
Cameroon,15/03/2020,1,0,26545864,3.165,3364.926,1.3
Cameroon,16/03/2020,1,0,26545864,3.165,3364.926,1.3
Cameroon,17/03/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,18/03/2020,6,0,26545864,3.165,3364.926,1.3
Cameroon,19/03/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,20/03/2020,4,0,26545864,3.165,3364.926,1.3
Cameroon,21/03/2020,13,0,26545864,3.165,3364.926,1.3
Cameroon,22/03/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,23/03/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,24/03/2020,29,0,26545864,3.165,3364.926,1.3
Cameroon,25/03/2020,16,1,26545864,3.165,3364.926,1.3
Cameroon,26/03/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,27/03/2020,16,0,26545864,3.165,3364.926,1.3
Cameroon,28/03/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,29/03/2020,11,1,26545864,3.165,3364.926,1.3
Cameroon,30/03/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,31/03/2020,43,0,26545864,3.165,3364.926,1.3
Cameroon,01/04/2020,51,4,26545864,3.165,3364.926,1.3
Cameroon,02/04/2020,40,0,26545864,3.165,3364.926,1.3
Cameroon,03/04/2020,38,1,26545864,3.165,3364.926,1.3
Cameroon,04/04/2020,238,1,26545864,3.165,3364.926,1.3
Cameroon,05/04/2020,46,1,26545864,3.165,3364.926,1.3
Cameroon,06/04/2020,95,0,26545864,3.165,3364.926,1.3
Cameroon,07/04/2020,8,0,26545864,3.165,3364.926,1.3
Cameroon,08/04/2020,27,0,26545864,3.165,3364.926,1.3
Cameroon,09/04/2020,45,1,26545864,3.165,3364.926,1.3
Cameroon,10/04/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,11/04/2020,73,0,26545864,3.165,3364.926,1.3
Cameroon,12/04/2020,17,1,26545864,3.165,3364.926,1.3
Cameroon,13/04/2020,0,1,26545864,3.165,3364.926,1.3
Cameroon,14/04/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,15/04/2020,35,5,26545864,3.165,3364.926,1.3
Cameroon,16/04/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,17/04/2020,0,4,26545864,3.165,3364.926,1.3
Cameroon,18/04/2020,161,0,26545864,3.165,3364.926,1.3
Cameroon,19/04/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,20/04/2020,0,21,26545864,3.165,3364.926,1.3
Cameroon,21/04/2020,1,0,26545864,3.165,3364.926,1.3
Cameroon,22/04/2020,146,0,26545864,3.165,3364.926,1.3
Cameroon,23/04/2020,0,1,26545864,3.165,3364.926,1.3
Cameroon,24/04/2020,238,6,26545864,3.165,3364.926,1.3
Cameroon,25/04/2020,2,0,26545864,3.165,3364.926,1.3
Cameroon,26/04/2020,115,4,26545864,3.165,3364.926,1.3
Cameroon,27/04/2020,103,3,26545864,3.165,3364.926,1.3
Cameroon,28/04/2020,0,2,26545864,3.165,3364.926,1.3
Cameroon,29/04/2020,185,1,26545864,3.165,3364.926,1.3
Cameroon,30/04/2020,26,2,26545864,3.165,3364.926,1.3
Cameroon,01/05/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,02/05/2020,237,0,26545864,3.165,3364.926,1.3
Cameroon,03/05/2020,8,3,26545864,3.165,3364.926,1.3
Cameroon,04/05/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,05/05/2020,27,0,26545864,3.165,3364.926,1.3
Cameroon,06/05/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,07/05/2020,161,44,26545864,3.165,3364.926,1.3
Cameroon,08/05/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,09/05/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,10/05/2020,9,0,26545864,3.165,3364.926,1.3
Cameroon,11/05/2020,305,6,26545864,3.165,3364.926,1.3
Cameroon,12/05/2020,110,11,26545864,3.165,3364.926,1.3
Cameroon,13/05/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,14/05/2020,111,11,26545864,3.165,3364.926,1.3
Cameroon,15/05/2020,154,3,26545864,3.165,3364.926,1.3
Cameroon,16/05/2020,151,1,26545864,3.165,3364.926,1.3
Cameroon,17/05/2020,187,0,26545864,3.165,3364.926,1.3
Cameroon,18/05/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,19/05/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,20/05/2020,237,0,26545864,3.165,3364.926,1.3
Cameroon,21/05/2020,204,6,26545864,3.165,3364.926,1.3
Cameroon,22/05/2020,555,10,26545864,3.165,3364.926,1.3
Cameroon,23/05/2020,112,3,26545864,3.165,3364.926,1.3
Cameroon,24/05/2020,197,0,26545864,3.165,3364.926,1.3
Cameroon,25/05/2020,293,6,26545864,3.165,3364.926,1.3
Cameroon,26/05/2020,154,6,26545864,3.165,3364.926,1.3
Cameroon,27/05/2020,312,4,26545864,3.165,3364.926,1.3
Cameroon,28/05/2020,0,2,26545864,3.165,3364.926,1.3
Cameroon,29/05/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,30/05/2020,80,0,26545864,3.165,3364.926,1.3
Cameroon,31/05/2020,468,14,26545864,3.165,3364.926,1.3
Cameroon,01/06/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,02/06/2020,493,8,26545864,3.165,3364.926,1.3
Cameroon,03/06/2020,188,1,26545864,3.165,3364.926,1.3
Cameroon,04/06/2020,167,0,26545864,3.165,3364.926,1.3
Cameroon,05/06/2020,37,3,26545864,3.165,3364.926,1.3
Cameroon,06/06/2020,810,0,26545864,3.165,3364.926,1.3
Cameroon,07/06/2020,0,0,26545864,3.165,3364.926,1.3
Cameroon,08/06/2020,309,0,26545864,3.165,3364.926,1.3
Cameroon,09/06/2020,404,5,26545864,3.165,3364.926,1.3
Cameroon,10/06/2020,369,0,26545864,3.165,3364.926,1.3
Canada,31/12/2019,0,0,37742157,16.984,44017.591,2.5
Canada,01/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,02/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,03/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,04/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,05/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,06/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,07/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,08/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,09/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,10/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,11/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,12/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,13/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,14/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,15/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,16/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,17/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,18/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,19/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,20/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,21/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,22/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,23/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,24/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,25/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,26/01/2020,1,0,37742157,16.984,44017.591,2.5
Canada,27/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,28/01/2020,1,0,37742157,16.984,44017.591,2.5
Canada,29/01/2020,1,0,37742157,16.984,44017.591,2.5
Canada,30/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,31/01/2020,0,0,37742157,16.984,44017.591,2.5
Canada,01/02/2020,1,0,37742157,16.984,44017.591,2.5
Canada,02/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,03/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,04/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,05/02/2020,1,0,37742157,16.984,44017.591,2.5
Canada,06/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,07/02/2020,2,0,37742157,16.984,44017.591,2.5
Canada,08/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,09/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,10/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,11/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,12/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,13/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,14/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,15/02/2020,1,0,37742157,16.984,44017.591,2.5
Canada,16/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,17/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,18/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,19/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,20/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,21/02/2020,1,0,37742157,16.984,44017.591,2.5
Canada,22/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,23/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,24/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,25/02/2020,2,0,37742157,16.984,44017.591,2.5
Canada,26/02/2020,0,0,37742157,16.984,44017.591,2.5
Canada,27/02/2020,1,0,37742157,16.984,44017.591,2.5
Canada,28/02/2020,2,0,37742157,16.984,44017.591,2.5
Canada,29/02/2020,2,0,37742157,16.984,44017.591,2.5
Canada,01/03/2020,4,0,37742157,16.984,44017.591,2.5
Canada,02/03/2020,4,0,37742157,16.984,44017.591,2.5
Canada,03/03/2020,3,0,37742157,16.984,44017.591,2.5
Canada,04/03/2020,3,0,37742157,16.984,44017.591,2.5
Canada,05/03/2020,3,0,37742157,16.984,44017.591,2.5
Canada,06/03/2020,12,0,37742157,16.984,44017.591,2.5
Canada,07/03/2020,6,0,37742157,16.984,44017.591,2.5
Canada,08/03/2020,6,0,37742157,16.984,44017.591,2.5
Canada,09/03/2020,5,0,37742157,16.984,44017.591,2.5
Canada,10/03/2020,15,1,37742157,16.984,44017.591,2.5
Canada,11/03/2020,16,0,37742157,16.984,44017.591,2.5
Canada,12/03/2020,10,0,37742157,16.984,44017.591,2.5
Canada,13/03/2020,35,0,37742157,16.984,44017.591,2.5
Canada,14/03/2020,38,0,37742157,16.984,44017.591,2.5
Canada,15/03/2020,68,0,37742157,16.984,44017.591,2.5
Canada,16/03/2020,60,0,37742157,16.984,44017.591,2.5
Canada,17/03/2020,120,3,37742157,16.984,44017.591,2.5
Canada,18/03/2020,145,4,37742157,16.984,44017.591,2.5
Canada,19/03/2020,121,1,37742157,16.984,44017.591,2.5
Canada,20/03/2020,156,1,37742157,16.984,44017.591,2.5
Canada,21/03/2020,125,2,37742157,16.984,44017.591,2.5
Canada,22/03/2020,331,6,37742157,16.984,44017.591,2.5
Canada,23/03/2020,128,2,37742157,16.984,44017.591,2.5
Canada,24/03/2020,216,4,37742157,16.984,44017.591,2.5
Canada,25/03/2020,313,3,37742157,16.984,44017.591,2.5
Canada,26/03/2020,1426,8,37742157,16.984,44017.591,2.5
Canada,27/03/2020,633,4,37742157,16.984,44017.591,2.5
Canada,28/03/2020,657,14,37742157,16.984,44017.591,2.5
Canada,29/03/2020,711,7,37742157,16.984,44017.591,2.5
Canada,30/03/2020,869,1,37742157,16.984,44017.591,2.5
Canada,31/03/2020,1169,28,37742157,16.984,44017.591,2.5
Canada,01/04/2020,1112,7,37742157,16.984,44017.591,2.5
Canada,02/04/2020,1059,13,37742157,16.984,44017.591,2.5
Canada,03/04/2020,1673,29,37742157,16.984,44017.591,2.5
Canada,04/04/2020,1251,49,37742157,16.984,44017.591,2.5
Canada,05/04/2020,1363,44,37742157,16.984,44017.591,2.5
Canada,06/04/2020,1614,49,37742157,16.984,44017.591,2.5
Canada,07/04/2020,1157,43,37742157,16.984,44017.591,2.5
Canada,08/04/2020,1230,57,37742157,16.984,44017.591,2.5
Canada,09/04/2020,1391,55,37742157,16.984,44017.591,2.5
Canada,10/04/2020,1474,74,37742157,16.984,44017.591,2.5
Canada,11/04/2020,1385,60,37742157,16.984,44017.591,2.5
Canada,12/04/2020,1168,84,37742157,16.984,44017.591,2.5
Canada,13/04/2020,1064,64,37742157,16.984,44017.591,2.5
Canada,14/04/2020,1298,63,37742157,16.984,44017.591,2.5
Canada,15/04/2020,1383,123,37742157,16.984,44017.591,2.5
Canada,16/04/2020,1318,107,37742157,16.984,44017.591,2.5
Canada,17/04/2020,1717,183,37742157,16.984,44017.591,2.5
Canada,18/04/2020,1791,116,37742157,16.984,44017.591,2.5
Canada,19/04/2020,1469,158,37742157,16.984,44017.591,2.5
Canada,20/04/2020,1436,113,37742157,16.984,44017.591,2.5
Canada,21/04/2020,2046,110,37742157,16.984,44017.591,2.5
Canada,22/04/2020,1590,144,37742157,16.984,44017.591,2.5
Canada,23/04/2020,1766,140,37742157,16.984,44017.591,2.5
Canada,24/04/2020,1920,172,37742157,16.984,44017.591,2.5
Canada,25/04/2020,1778,156,37742157,16.984,44017.591,2.5
Canada,26/04/2020,1464,163,37742157,16.984,44017.591,2.5
Canada,27/04/2020,1543,95,37742157,16.984,44017.591,2.5
Canada,28/04/2020,1605,147,37742157,16.984,44017.591,2.5
Canada,29/04/2020,1526,152,37742157,16.984,44017.591,2.5
Canada,30/04/2020,1572,137,37742157,16.984,44017.591,2.5
Canada,01/05/2020,1649,188,37742157,16.984,44017.591,2.5
Canada,02/05/2020,1825,207,37742157,16.984,44017.591,2.5
Canada,03/05/2020,1653,175,37742157,16.984,44017.591,2.5
Canada,04/05/2020,2760,116,37742157,16.984,44017.591,2.5
Canada,05/05/2020,1298,172,37742157,16.984,44017.591,2.5
Canada,06/05/2020,1274,189,37742157,16.984,44017.591,2.5
Canada,07/05/2020,1450,189,37742157,16.984,44017.591,2.5
Canada,08/05/2020,1426,176,37742157,16.984,44017.591,2.5
Canada,09/05/2020,1512,161,37742157,16.984,44017.591,2.5
Canada,10/05/2020,1268,124,37742157,16.984,44017.591,2.5
Canada,11/05/2020,1146,178,37742157,16.984,44017.591,2.5
Canada,12/05/2020,1133,122,37742157,16.984,44017.591,2.5
Canada,13/05/2020,1176,176,37742157,16.984,44017.591,2.5
Canada,14/05/2020,1121,135,37742157,16.984,44017.591,2.5
Canada,15/05/2020,1123,168,37742157,16.984,44017.591,2.5
Canada,16/05/2020,1201,90,37742157,16.984,44017.591,2.5
Canada,17/05/2020,1251,117,37742157,16.984,44017.591,2.5
Canada,18/05/2020,1138,103,37742157,16.984,44017.591,2.5
Canada,19/05/2020,1070,60,37742157,16.984,44017.591,2.5
Canada,20/05/2020,1040,70,37742157,16.984,44017.591,2.5
Canada,21/05/2020,990,118,37742157,16.984,44017.591,2.5
Canada,22/05/2020,1222,122,37742157,16.984,44017.591,2.5
Canada,23/05/2020,1156,98,37742157,16.984,44017.591,2.5
Canada,24/05/2020,1141,105,37742157,16.984,44017.591,2.5
Canada,25/05/2020,1078,69,37742157,16.984,44017.591,2.5
Canada,26/05/2020,1012,121,37742157,16.984,44017.591,2.5
Canada,27/05/2020,936,94,37742157,16.984,44017.591,2.5
Canada,28/05/2020,872,126,37742157,16.984,44017.591,2.5
Canada,29/05/2020,993,112,37742157,16.984,44017.591,2.5
Canada,30/05/2020,906,102,37742157,16.984,44017.591,2.5
Canada,31/05/2020,772,94,37742157,16.984,44017.591,2.5
Canada,01/06/2020,757,222,37742157,16.984,44017.591,2.5
Canada,02/06/2020,758,31,37742157,16.984,44017.591,2.5
Canada,03/06/2020,705,69,37742157,16.984,44017.591,2.5
Canada,04/06/2020,675,103,37742157,16.984,44017.591,2.5
Canada,05/06/2020,641,139,37742157,16.984,44017.591,2.5
Canada,06/06/2020,609,66,37742157,16.984,44017.591,2.5
Canada,07/06/2020,722,70,37742157,16.984,44017.591,2.5
Canada,08/06/2020,642,27,37742157,16.984,44017.591,2.5
Canada,09/06/2020,545,35,37742157,16.984,44017.591,2.5
Canada,10/06/2020,409,62,37742157,16.984,44017.591,2.5
Cape Verde,21/03/2020,2,0,555988,4.46,6222.554,2.1
Cape Verde,22/03/2020,1,0,555988,4.46,6222.554,2.1
Cape Verde,23/03/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,24/03/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,25/03/2020,0,1,555988,4.46,6222.554,2.1
Cape Verde,26/03/2020,1,0,555988,4.46,6222.554,2.1
Cape Verde,27/03/2020,1,0,555988,4.46,6222.554,2.1
Cape Verde,28/03/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,29/03/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,30/03/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,31/03/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,01/04/2020,1,0,555988,4.46,6222.554,2.1
Cape Verde,02/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,03/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,04/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,05/04/2020,1,0,555988,4.46,6222.554,2.1
Cape Verde,06/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,07/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,08/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,09/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,10/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,11/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,12/04/2020,1,0,555988,4.46,6222.554,2.1
Cape Verde,13/04/2020,2,0,555988,4.46,6222.554,2.1
Cape Verde,14/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,15/04/2020,1,0,555988,4.46,6222.554,2.1
Cape Verde,16/04/2020,44,0,555988,4.46,6222.554,2.1
Cape Verde,17/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,18/04/2020,1,0,555988,4.46,6222.554,2.1
Cape Verde,19/04/2020,2,0,555988,4.46,6222.554,2.1
Cape Verde,20/04/2020,3,0,555988,4.46,6222.554,2.1
Cape Verde,21/04/2020,6,0,555988,4.46,6222.554,2.1
Cape Verde,22/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,23/04/2020,6,0,555988,4.46,6222.554,2.1
Cape Verde,24/04/2020,9,0,555988,4.46,6222.554,2.1
Cape Verde,25/04/2020,6,0,555988,4.46,6222.554,2.1
Cape Verde,26/04/2020,2,0,555988,4.46,6222.554,2.1
Cape Verde,27/04/2020,16,0,555988,4.46,6222.554,2.1
Cape Verde,28/04/2020,3,0,555988,4.46,6222.554,2.1
Cape Verde,29/04/2020,4,0,555988,4.46,6222.554,2.1
Cape Verde,30/04/2020,0,0,555988,4.46,6222.554,2.1
Cape Verde,01/05/2020,8,0,555988,4.46,6222.554,2.1
Cape Verde,02/05/2020,2,1,555988,4.46,6222.554,2.1
Cape Verde,03/05/2020,29,0,555988,4.46,6222.554,2.1
Cape Verde,04/05/2020,13,0,555988,4.46,6222.554,2.1
Cape Verde,05/05/2020,10,0,555988,4.46,6222.554,2.1
Cape Verde,06/05/2020,11,0,555988,4.46,6222.554,2.1
